Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
Lot 11 Eastport Ctr,,Columbia,,MO,,65201,,Columbia - MO
Low Crossing Rd,,Hallsville,,MO,,65255,,Columbia - MO
Lynn,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
M 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
M-150 & SW Pryor Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
M-150 Hwy,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
M-291 & 150 Hwy,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
MO-150 Hwy @ Pryor Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
MO-22 Hwy,,Centralia,,MO,,65240,,Columbia - MO
Main,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Main St,,Fordland,,MO,,65652,Webster County,Springfield  - MO
Manor Dr,,Fulton,,MO,,65251,,Jefferson City - MO
Marshall Rd,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Maryland Heights Expy,A,Maryland Heights,180694,MO,2018,63043,Earth City,Saint Louis - MO
Mason Cir,,Pevely,,MO,,63070,Jefferson County,Saint Louis - MO
McMahan Rd,,Niangua,,MO,,65713,Webster County,Springfield  - MO
Mcnutt St @ McNutt School Rd,A,Herculaneum,25000,MO,2002,63048,Jefferson County,Saint Louis - MO
Meadow Drive Circle,,Tunas,,MO,,65536,Polk County,Springfield  - MO
Mertens Ln,,Jefferson City,,MO,,65101,,Jefferson City - MO
Metropolitan Blvd,,Pevely,,MO,,63070,Jefferson County,Saint Louis - MO
Mette,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Mexico Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Meyer Rd & Pointe Prairie Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Militia Dr,,Jefferson City,,MO,,65101,,Jefferson City - MO
Militia Dr,,Jefferson City,,MO,,65101,,Jefferson City - MO
Militia Dr,,Jefferson City,,MO,,65101,,Jefferson City - MO
Militia Dr,,Jefferson City,,MO,,65101,,Jefferson City - MO
Mill Pointe,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Milo Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Milo Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Missouri 249,,Joplin,,MO,,64801,,Joplin - MO
Missouri 249 & 7th Street,,Joplin,,MO,,64801,,Joplin - MO
Mo OO,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
Mo-O Hwy,,Fulton,,MO,,65251,,Jefferson City - MO
Mount Carmel,,Rocky Comfort,,MO,,64861,,Joplin - MO
Mulberry Rd,,Highlandville,,MO,,65669,West Christian County,Springfield  - MO
N 14th St,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
N 17th & Kissee Trl,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
N 22nd St @ W. Longview St.,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
N 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Alliance Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Chestnut Ave,C,Kansas City,42500,MO,1930,64127,East Bottoms KC,Kansas City - MO
N Congress Ave,B,Kansas City,30000,MO,2018,64153,Airport/N Platte Co,Kansas City - MO
N County Line Rd & Ward Rd @ Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
N County Line Rd & Ward Rd @ Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
N Evanston Rd,B,Pleasant Valley,50000,MO,2018,64068,Liberty,Kansas City - MO
N Farm Road 103 Rd,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
N Hospital Drive & Baptiste Dr,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
N Lindbergh Blvd,C,Hazelwood,1300000,MO,1932,630422818,Airport,Saint Louis - MO
N Lone Elm Rd,,Joplin,,MO,,64801,,Joplin - MO
N Main St,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
N Main St,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
N Main St @ Tracker Rd,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
N Masonic Dr,,Columbia,,MO,,65202,,Columbia - MO
N Old Bolivar Rd,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
N Outer Forty Dr,,Chesterfield,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
N Point Prairie @ Mar Pat Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
N Pointe Praire & Goodfello,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
N Prairie & Goodfellow Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
N Providence & Blue Ridge R,,Columbia,,MO,,65202,,Columbia - MO
N Range Line Rd,,Joplin,,MO,,64801,,Joplin - MO
N River St,,Carthage,,MO,,64836,,Joplin - MO
N Service Rd,C,Pevely,15000,MO,,63070,Jefferson County,Saint Louis - MO
N Service Rd @ I-70 Interchange,C,Wright City,10368,MO,,63390,Warren County,Saint Louis - MO
N State Highway 125,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
N State Hwy NN @ S& W of State Hwy NN & Garton Rd,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
N WESTGATE Ave,,Springfield,,MO,,65803,Northwest,Springfield  - MO
N Washington & Route 159 St,C,Bunker Hill,10300,MO,,62014,Macoupin County,Saint Louis - MO
NE 20th St,B,Blue Springs,250000,MO,2020,64029,Blue Springs,Kansas City - MO
NE Chestnut Expy & I-44 Hwy,,Springfield,,MO,,65802,Northwest,Springfield  - MO
NE I-44 @ Main St,,Joplin,,MO,,64801,,Joplin - MO
NEC W Worley St,,Columbia,,MO,,65203,,Columbia - MO
NW 150 Hwy & Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
NW 150 Hwy & Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
NW Hwy 71 & Iris Rd,,Neosho,,MO,,64850,,Joplin - MO
NW State Hwy 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
NW Waukomis Dr,B,Northmoor,20000,MO,,64151,Riverside/Parkville,Kansas City - MO
NWC Hwy 150 & Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Napper Rd,,Clever,,MO,,65610,West Christian County,Springfield  - MO
Newton Rd,,Joplin,,MO,,64801,,Joplin - MO
North Creek Business Park,,Springfield,,MO,,65803,Northeast,Springfield  - MO
North Creek Business Park @ Neergard,,Springfield,,MO,,65803,Northeast,Springfield  - MO
North Service Rd,C,Sullivan,3000,MO,,63080,Franklin County,Saint Louis - MO
O W REPUBLIC Rd,,Springfield,,MO,,65810,Southeast,Springfield  - MO
Oak Rd,,Neosho,,MO,,64850,,Joplin - MO
Oak Rd,,Neosho,,MO,,64850,,Joplin - MO
Old Highway 160,,Reeds Spring,,MO,,65737,West Christian County,Springfield  - MO
Old Highway 63,,Jefferson City,,MO,,65101,,Jefferson City - MO
Old Highway 66,C,Pacific,10000,MO,1974,63069,West County,Saint Louis - MO
Old Highway D,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Old Hwy 100,C,Washington,8000,MO,,63090,Franklin County,Saint Louis - MO
Old Lohman Rd,,Jefferson City,,MO,,65109,,Jefferson City - MO
Old Olive St Rd,,Chesterfield,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
Old Route 66,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Olive BLVD & I-170,C,University City,15144,MO,,63132,Innerbelt E of 170,Saint Louis - MO
One Color Way,,Jefferson City,,MO,,65101,,Jefferson City - MO
Osawatomie Rd,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
Outer Rd & E 32nd St,,Joplin,,MO,,64804,,Joplin - MO
Outlet Blvd,,Chesterfield,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
Ozark Rd @ Minnehaha,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Panther Creek Rd,,Fordland,,MO,,65652,Webster County,Springfield  - MO
Perkins Dr,B,Steelville,11817,MO,,65565,Crawford County,Saint Louis - MO
Pinewood Dr & Wilmer Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Potential Commercial Or R,,Williamsburg,,MO,,63388,,Jefferson City - MO
Premier 370 Parkway,A,Saint Charles,714780,MO,2019,63301,St Charles County,Saint Louis - MO
Premium Way,,Chesterfield,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
Preston,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
Pryor Rd & 150 Hwy,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Quarry Rd,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Raccoon Rd @ Elder,,Granby,,MO,,64844,,Joplin - MO
Raceway Park Dr,A,Moscow Mills,12000,MO,,63362,Lincoln County,Saint Louis - MO
Raintree Dr,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Raintree Plaza Dr,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Range Line St,,Columbia,,MO,,65201,,Columbia - MO
Raytown Rd @ Scherer Pky,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Republic Road And Farm Ro,,Battlefield,,MO,,65619,Outlying Greene County,Springfield  - MO
Resource Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Resource Dr @ Pearce Blvd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Rice Road and Business 54 @ Rice Rd.,,Fulton,,MO,,65251,,Jefferson City - MO
Richland,,Columbia,,MO,,65201,,Jefferson City - MO
Richland,,Fair Grove,,MO,,65648,Polk County,Springfield  - MO
Richland,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Richland Hills Rd & Rolli,,Columbia,,MO,,65201,,Columbia - MO
Richland Hills Rd & Rolli,,Columbia,,MO,,65201,,Columbia - MO
Rolling Woods With Numero,,Williamsburg,,MO,,63388,,Jefferson City - MO
Route T @ Route D,C,Foristell,8625,MO,,63348,St Charles County,Saint Louis - MO
Route WW,,Columbia,,MO,,65203,,Columbia - MO
Route WW & Rolling Hills Rd,,Columbia,,MO,,65201,,Columbia - MO
Rt 3 @ Main St,C,Fairmont City,51856,MO,1920,62201,Illinois,Saint Louis - MO
Rt 66,,Joplin,,MO,,64801,,Joplin - MO
Russell Blvd And Dekalb S,A,Saint Louis,275000,MO,2018,63104,St Louis City South,Saint Louis - MO
S 13th And Schifferdecker,,Joplin,,MO,,64804,,Joplin - MO
S 169 Hwy @ 92 Hwy,C,Smithville,13500,MO,,64089,Northeast Clay County,Kansas City - MO
S 62nd Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
S Country Club Dr @ Old Lohman Rd,,Jefferson City,,MO,,65101,,Jefferson City - MO
S Delmar Ave,C,Hartford,123101,MO,,62048,Illinois,Saint Louis - MO
S Farm Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
S Farm Rd 175,,Springfield,,MO,,65804,Southeast,Springfield  - MO
S Fir & Grand Ave @ Fir,,Carthage,,MO,,64836,,Joplin - MO
S Highway 59,,Neosho,,MO,,64850,,Joplin - MO
S Hwy 125,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
S Hwy 47,C,Union,7600,MO,1970,63084,Franklin County,Saint Louis - MO
S Hwy FF,,Battlefield,,MO,,65619,Outlying Greene County,Springfield  - MO
S John Duffy Dr,,Joplin,,MO,,64804,,Joplin - MO
S Kansas Expy @ W Catalpa st,,Springfield,,MO,,65807,Northwest,Springfield  - MO
S Maiden Ln,,Joplin,,MO,,64801,,Joplin - MO
S Main St,,Joplin,,MO,,64804,,Joplin - MO
S Main St,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
S McClelland Blvd,,Joplin,,MO,,64804,,Joplin - MO
S Mo-MM Hwy @ Highway 360,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
S Peine Rd @ Hwy 61,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
S Point Prairie,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
S Public Ave,,Clever,,MO,,65631,West Christian County,Springfield  - MO
S Range Line Rd & E 6th St,,Joplin,,MO,,64801,,Joplin - MO
S State Hwy FF @ W William Street,,Battlefield,,MO,,65619,Southwest,Springfield  - MO
S State Hwy VV,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
S State Route 157,,Glen Carbon,,MO,,620341169,Illinois,Saint Louis - MO
S. Campbell & Weaver Rd,,Springfield,,MO,,65810,Southeast,Springfield  - MO
SE 13 Hwy,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
SE 13 Hwy,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
SE Corner of Main & Zora,,Joplin,,MO,,64801,,Joplin - MO
SE I-70 and Highway Z,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
SE Kansas & Battlefield,,Springfield,,MO,,65807,Southwest,Springfield  - MO
SE Raytown Rd And Scherer,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
SEC Hwy 291 & Hwy 150,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
SR 14 Hwy @ Nicholas Rd,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
SR-D,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
SR-D,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
SR-D,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
SW 20th St @ Central City Rd,,Joplin,,MO,,64804,,Joplin - MO
SW 51st & Grandview,B,Merriam,8400,MO,,66203,Merriam/Mission,Kansas City - MO
SW Bypass & W Grand St,,Springfield,,MO,,65802,Northwest,Springfield  - MO
SW Corner of S Campbell & W,,Springfield,,MO,,65807,Southwest,Springfield  - MO
SW Scherer Pkway & Sampso,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
SW US Highway 169 @ Sackman Lane,C,Trimble,14637,MO,,64492,Outlying KC MO,Kansas City - MO
SW Ward Rd,,Lees Summit,,MO,,640824736,"Lee's Summit",Kansas City - MO
SW Ward Rd @ Hook Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Saginaw Rd,,Joplin,,MO,,64804,,Joplin - MO
Sauget Industrial Pky,B,Sauget,10000,MO,1993,62206,Illinois,Saint Louis - MO
Schwede,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Scott Blvd,,Columbia,,MO,,65203,,Columbia - MO
Sharon Dr & N East St,,Webb City,,MO,,64870,,Joplin - MO
Silvercote Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
South Of HWY 78 & E Of HW,A,Independence,75000,MO,2019,64056,Independence,Kansas City - MO
St Charles,,Columbia,,MO,,65202,,Columbia - MO
State,,Springfield,,MO,,65802,Northwest,Springfield  - MO
State Highway 14,,Clever,,MO,,65631,West Christian County,Springfield  - MO
State Highway 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
State Highway 266,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
State Highway Af,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
State Highway Bb,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
State Highway Bb,,Chestnutridge,,MO,,65630,West Christian County,Springfield  - MO
State Highway H,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
State Highway K,,Clever,,MO,,65631,West Christian County,Springfield  - MO
State Hwy 123,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
State Hwy 125,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
State Hwy 125,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
State Hwy 125,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
State Hwy 13 @ Hwy Y Intersection,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
State Hwy 38,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
State Hwy 38,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
State Hwy Ff,,Battlefield,,MO,,65619,Southwest,Springfield  - MO
State Hwy H,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
State Hwy H @ Valley Water Mill,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
State Hwy H and Valley Wa @ Valley Water Mill,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
State Hwy J & Farmer Bran,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
State Hwy NN & Hwy J,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
State Hwy O,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
State Hwy O,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
State Hwy OO,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
State Hwy Pp,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
State Hwy Tt,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
State Hwy Z,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
State Road D & County Rd,,Portland,,MO,,65067,,Jefferson City - MO
State Road O,,Steedman,,MO,,65077,,Jefferson City - MO
State Route 143,,Highland,,MO,,62249,Illinois,Saint Louis - MO
State Route B & N Brown S Rd,,Columbia,,MO,,65201,,Columbia - MO
State Route B & N Brown S Rd,,Columbia,,MO,,65202,,Columbia - MO
TBD HIGHWAY 160,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
TBD HWY 249 EW,,Joplin,,MO,,64801,,Joplin - MO
Talley Rd,,Hartsburg,,MO,,65039,,Columbia - MO
Tanglewood Dr,,Fulton,,MO,,65251,,Jefferson City - MO
Tbd Highway 14,,Billings,,MO,,65610,West Christian County,Springfield  - MO
Tbd Highway 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Tbd State Hwy,,Springfield,,MO,,65802,Northeast,Springfield  - MO
Tennessee Rd,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
The Villages At Arbor Poi,,Columbia,,MO,,65202,,Columbia - MO
Thomas Dr,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Tomlee Rd,,Jefferson City,,MO,,65101,,Jefferson City - MO
Tower,,Columbia,,MO,,65202,,Jefferson City - MO
Tower & Prathersville Rd,,Columbia,,MO,,65202,,Columbia - MO
Town & Country Village,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Town & Country Village,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Town & Country Village,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Town & Country Village,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Town & Country Village @ Hwy 65 and Hwy 14,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Triad South Dr,B,Saint Peters,4420,MO,2001,63376,St Charles County,Saint Louis - MO
Truman Rd @ I-45,C,Kansas City,641,MO,1986,641262951,East Bottoms KC,Kansas City - MO
U S Highway 63,,Columbia,,MO,,65201,,Columbia - MO
U.S. 61/67 And Commercial @ Abby Lane,,Pevely,,MO,,63070,Jefferson County,Saint Louis - MO
U.S. Route 40,,Highland,,MO,,62249,Illinois,Saint Louis - MO
US 65 HWY F,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
US Hwy 160 S,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
US Hwy 160 S,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
US Hwy 400 @ I 44,,Joplin,,MO,,64804,,Joplin - MO
US Hwy 63,,Columbia,,MO,,65202,,Columbia - MO
US-63 Hwy N @ Paris Rd.,,Columbia,,MO,,65202,,Columbia - MO
UU Rd,,Elkland,,MO,,65644,Webster County,Springfield  - MO
Us-61-br,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Vandiver Dr,,Columbia,,MO,,65202,,Columbia - MO
Vandiver Dr,,Columbia,,MO,,65202,,Columbia - MO
Veterans Memorial Pky @ Hwy A,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Victory Ln,,Niangua,,MO,,65713,Webster County,Springfield  - MO
Village Cir,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
W 113th St,A,Lenexa,71800,MO,,66219,Olathe,Kansas City - MO
W 119th St,C,Overland Park,1500,MO,1977,66210,Metcalf/SE JoCo,Kansas City - MO
W 17th (Fountain) St,,Webb City,,MO,,64870,,Joplin - MO
W 19th St,C,Kansas City,13398,MO,1940,641082003,Downtown KC,Kansas City - MO
W 20th & Central City Rd,,Joplin,,MO,,64804,,Joplin - MO
W 20th & Central City Rd,,Joplin,,MO,,64804,,Joplin - MO
W 20th & Central City Rd,,Joplin,,MO,,64804,,Joplin - MO
W Battlefield Rd,,Springfield,,MO,,65807,Southwest,Springfield  - MO
W Blue Grass (Farm Rd 94) Rd @ 175,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
W College Blvd,A,Lenexa,80000,MO,,66219,Olathe,Kansas City - MO
W Division & I-44 @ I-44,,Springfield,,MO,,65803,Northwest,Springfield  - MO
W Division St,,Springfield,,MO,,65803,Northwest,Springfield  - MO
W Edgewood Dr,,Jefferson City,,MO,,65109,,Jefferson City - MO
W Edgewood Dr,,Jefferson City,,MO,,65101,,Jefferson City - MO
W Farm Rd 178,,Springfield,,MO,,65810,Southwest,Springfield  - MO
W Farm Road 36,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
W Highway 60,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
W Hwy 413,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
W Hwy BB & Hwy 13,,Brighton,,MO,,65617,Polk County,Springfield  - MO
W Jackson St @ N Main St,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
W Kearney & N Westgate,,Springfield,,MO,,65803,Northwest,Springfield  - MO
W Kingsley St,,Springfield,,MO,,65807,Southwest,Springfield  - MO
W Kingsley St,,Springfield,,MO,,65807,Southwest,Springfield  - MO
W Meyer & Golden Gate Pky,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
